tourney_id,tourney_name,surface,tourney_level,tourney_date,round,player,opponent,score,best_of,target,winner_name,loser_name,elo_winner,elo_loser,elo_diff,surface_elo_winner,surface_elo_loser,surface_elo_diff,h2h_count,h2h_balance,elo_advantage,surface_elo_advantage,elo_surface_interaction,elo_consistency,rank_diff,rank_advantage,rank_ratio,elo_rank_mismatch,elo_tier_winner,elo_tier_loser,tier_diff,match_competitiveness,is_upset_potential
2025-01-580,Australian Open,Hard,G,2025-01-18,R32,Corentin Moutet,Learner Tien,3-0,5,0,Learner Tien,Corentin Moutet,1622.8522902338088,1586.4883433764392,36.36394685736968,1606.3378790626723,1533.0171889677706,73.32069009490169,1.3862943611198906,1.3862943611198906,0,1,0.2666229678156677,36.95674323753201,0,0,1,0,2,1,1,0.7333316635708361,0
2025-01-580,Australian Open,Hard,G,2025-01-18,R32,Lorenzo Sonego,Fabian Marozsan,3-1,5,1,Lorenzo Sonego,Fabian Marozsan,1667.764512582831,1634.0349152765746,33.72959730625644,1634.656228076465,1639.5006408105912,-4.844412734126308,1.0986122886681098,1.0986122886681098,0,0,-0.016340009070738112,38.574010040382746,0,0,1,0,2,2,0,0.747777620020707,0
2025-01-580,Australian Open,Hard,G,2025-01-18,R32,Fabian Marozsan,Lorenzo Sonego,3-1,5,0,Lorenzo Sonego,Fabian Marozsan,1682.2160687787016,1619.583359080704,62.6327096979976,1650.8793070708061,1623.27756181625,27.601745254556135,1.3862943611198906,1.3862943611198906,1,0,0.17287720976866972,35.03096444344146,0,0,1,0,2,2,0,0.6148824562149643,0
2025-01-580,Australian Open,Hard,G,2025-01-18,R32,Alex De Minaur,Francisco Cerundolo,3-1,5,1,Alex De Minaur,Francisco Cerundolo,1902.5043082112365,1731.3971963482736,171.10711186296294,1856.672434975392,1665.308261771157,191.36417320423493,1.0986122886681098,1.0986122886681098,1,1,3.2743770991020438,20.257061341271992,0,0,1,0,3,2,1,0.36885790015920794,1
2025-01-580,Australian Open,Hard,G,2025-01-18,R32,Francisco Cerundolo,Alex De Minaur,3-1,5,0,Alex De Minaur,Francisco Cerundolo,1911.2053130697193,1722.6961914897909,188.50912157992843,1864.6546375398384,1657.3260592067106,207.32857833312778,1.3862943611198906,1.3862943611198906,1,2,3.90833281799933,18.819456753199347,0,0,1,0,3,2,1,0.3466094917636635,1
2025-01-580,Australian Open,Hard,G,2025-01-18,R32,Gael Monfils,Taylor Fritz,3-1,5,1,Gael Monfils,Taylor Fritz,1795.0946839563223,1946.505924891844,-151.41124093552162,1782.1280679424467,1889.2690927248448,-107.14102478239806,1.3862943611198906,1.3862943611198906,-1,-1,1.6222355517406366,44.270216153123556,0,0,1,0,2,3,-1,0.39775468920121426,1
2025-01-580,Australian Open,Hard,G,2025-01-18,R32,Taylor Fritz,Gael Monfils,3-1,5,0,Gael Monfils,Taylor Fritz,1817.657150979574,1923.9434578685923,-106.2863068890183,1802.9114209470322,1868.4857397202593,-65.5743187732271,1.6094379124341003,1.6094379124341003,-1,-1,0.6969652169169531,40.7119881157912,0,0,1,0,3,3,0,0.48476315034230477,0
2025-01-580,Australian Open,Hard,G,2025-01-18,R32,Alex Michelsen,Karen Khachanov,3-0,5,1,Alex Michelsen,Karen Khachanov,1731.0061218794756,1817.907803252804,-86.9016813733283,1702.6934441533322,1790.4945534577246,-87.80110930439241,1.0986122886681098,1.0986122886681098,-1,-1,0.763006402499508,0.8994279310641105,0,0,1,0,2,3,-1,0.5350406655799643,0
2025-01-580,Australian Open,Hard,G,2025-01-18,R32,Karen Khachanov,Alex Michelsen,3-0,5,0,Alex Michelsen,Karen Khachanov,1750.9266725537461,1797.9872525785333,-47.060580024787214,1722.652903301281,1770.5350943097758,-47.88219100849483,1.3862943611198906,1.3862943611198906,0,0,0.2253363681717418,0.8216109837076147,0,0,1,0,2,2,0,0.6799918780623937,0
2025-01-580,Australian Open,Hard,G,2025-01-19,R16,Novak Djokovic,Jiri Lehecka,3-0,5,1,Novak Djokovic,Jiri Lehecka,2122.4840555756027,1803.3840309271657,319.10002464843706,2116.308590163649,1739.9299827047512,376.37860745889793,1.3862943611198906,1.3862943611198906,2,2,12.010242291727874,57.278582810460875,0,0,1,0,4,3,1,0.2386065237860227,1
2025-01-580,Australian Open,Hard,G,2025-01-19,R16,Jiri Lehecka,Novak Djokovic,3-0,5,0,Novak Djokovic,Jiri Lehecka,2126.8814901468604,1798.986596355908,327.89489379095244,2119.597847879997,1736.6407249884035,382.9571228915936,1.6094379124341003,1.6094379124341003,2,2,12.55696851370278,55.06222910064116,0,0,1,0,4,2,2,0.23370225130299146,1
2025-01-580,Australian Open,Hard,G,2025-01-19,R16,Alexander Zverev,Ugo Humbert,3-1,5,1,Alexander Zverev,Ugo Humbert,2032.0608623802068,1864.8386004007407,167.2222619794661,1989.6878198958143,1866.797388533349,122.89043136246528,1.791759469228055,1.791759469228055,1,1,2.0550015908063766,44.33183061700083,0,0,1,0,4,3,1,0.37422031854398496,1
2025-01-580,Australian Open,Hard,G,2025-01-19,R16,Ugo Humbert,Alexander Zverev,3-1,5,0,Alexander Zverev,Ugo Humbert,2040.9042604595766,1855.995202321371,184.90905813820564,2000.2532746670267,1856.2319337621366,144.02134090489017,1.9459101490553132,1.9459101490553132,1,1,2.6630850498524667,40.88771723331547,0,0,1,0,4,3,1,0.3509891916159833,1
2025-01-580,Australian Open,Hard,G,2025-01-19,R16,Carlos Alcaraz,Jack Draper,2-0,5,1,Carlos Alcaraz,Jack Draper,2054.8899942844528,1901.065431167147,153.82456311730584,1984.4305267666705,1840.9805085507223,143.45001821594815,1.791759469228055,1.791759469228055,1,1,2.206613638123779,10.374544901357694,0,0,1,0,4,3,1,0.3939729030629107,1
2025-01-580,Australian Open,Hard,G,2025-01-19,R16,Jack Draper,Carlos Alcaraz,2-0,5,0,Carlos Alcaraz,Jack Draper,2064.2353500441527,1891.7200754074468,172.51527463670595,1994.1758499518494,1831.2351853655434,162.94066458630596,1.9459101490553132,1.9459101490553132,1,1,2.810975350059396,9.574610050399997,0,0,1,0,4,3,1,0.36695190804739825,1
2025-01-580,Australian Open,Hard,G,2025-01-19,R16,Tommy Paul,Alejandro Davidovich Fokina,3-0,5,1,Tommy Paul,Alejandro Davidovich Fokina,1879.4325554162774,1718.2708449608642,161.16171045541319,1808.2473330973262,1707.872395345883,100.37493775144321,1.791759469228055,1.791759469228055,1,1,1.6176596654878213,60.78677270396997,0,0,1,0,3,2,1,0.3829045223575088,1
2025-01-580,Australian Open,Hard,G,2025-01-19,R16,Alejandro Davidovich Fokina,Tommy Paul,3-0,5,0,Tommy Paul,Alejandro Davidovich Fokina,1888.5009466370714,1709.2024537400703,179.2984928970011,1819.7493463495252,1696.370382093684,123.37896425584131,1.9459101490553132,1.9459101490553132,1,1,2.2121662346265314,55.919528641159786,0,0,1,0,3,2,1,0.35803988400638354,1
2025-01-580,Australian Open,Hard,G,2025-01-20,R16,Alex De Minaur,Alex Michelsen,3-0,5,1,Alex De Minaur,Alex Michelsen,1919.2863841148414,1769.08073488504,150.20564922980134,1872.0990297004655,1740.8441045377515,131.25492516271402,1.6094379124341003,1.6094379124341003,1,1,1.971523124867445,18.95072406708732,0,0,1,0,3,2,1,0.39967123167612817,1
2025-01-580,Australian Open,Hard,G,2025-01-20,R16,Alex Michelsen,Alex De Minaur,3-0,5,0,Alex De Minaur,Alex Michelsen,1928.7701624159583,1759.5969565839232,169.17320583203514,1882.3265537052582,1730.6165805329588,151.70997317229944,1.791759469228055,1.791759469228055,1,1,2.5665262518249943,17.463232659735695,0,0,1,0,3,2,1,0.3715080024064516,1
2025-01-580,Australian Open,Hard,G,2025-01-20,R16,Ben Shelton,Gael Monfils,2-1,5,1,Ben Shelton,Gael Monfils,1863.6629388275414,1838.4046344423018,25.258304385239626,1825.2523582002768,1821.8958763188919,3.3564818813849797,1.0986122886681098,1.0986122886681098,0,0,0.008477904102356357,21.901822503854646,0,0,1,0,3,3,0,0.7983502610129851,0
2025-01-580,Australian Open,Hard,G,2025-01-20,R16,Gael Monfils,Ben Shelton,2-1,5,0,Ben Shelton,Gael Monfils,1878.501795820731,1823.5657774491121,54.93601837161896,1841.0977913059096,1806.050443213259,35.04734809265051,1.3862943611198906,1.3862943611198906,1,0,0.1925361758694373,19.888670278968448,0,0,1,0,3,3,0,0.6454277130069707,0
2025-01-580,Australian Open,Hard,G,2025-01-20,R16,Lorenzo Sonego,Learner Tien,3-1,5,1,Lorenzo Sonego,Learner Tien,1695.3625699431566,1637.1837568118726,58.17881313128396,1665.6108671418492,1619.0105845024889,46.60028263936033,1.0986122886681098,1.0986122886681098,1,0,0.27111491355403605,11.57853049192363,0,0,1,0,2,2,0,0.6321959181537341,0
2025-01-580,Australian Open,Hard,G,2025-01-20,R16,Learner Tien,Lorenzo Sonego,3-1,5,0,Lorenzo Sonego,Learner Tien,1708.7081009446376,1623.8382258103916,84.86987513424606,1679.4776217862882,1605.14382985805,74.33379192823827,1.3862943611198906,1.3862943611198906,1,1,0.6308699639204609,10.536083206007788,0,0,1,0,2,2,0,0.5409210122924759,0
2025-01-580,Australian Open,Hard,G,2025-01-20,R16,Jannik Sinner,Holger Rune,3-1,5,1,Jannik Sinner,Holger Rune,2244.4730697820737,1906.0564155681764,338.41665421389735,2234.4417738775765,1859.015338475042,375.4264354025345,1.9459101490553132,1.9459101490553132,2,2,12.705055817237557,37.009781188637135,0,0,1,0,4,3,1,0.22809352482127973,1
2025-01-580,Australian Open,Hard,G,2025-01-20,R16,Holger Rune,Jannik Sinner,3-1,5,0,Jannik Sinner,Holger Rune,2248.465471494461,1902.0640138557894,346.40145763867145,2237.747242561886,1855.7098697907322,382.03737277115397,2.0794415416798357,2.0794415416798357,2,2,13.233830280037623,35.63591513248252,0,0,1,0,4,3,1,0.22401360544154517,1
2025-01-580,Australian Open,Hard,G,2025-01-21,QF,Novak Djokovic,Carlos Alcaraz,3-1,5,1,Novak Djokovic,Carlos Alcaraz,2131.090389263669,2072.885097031417,58.20529223225185,2122.777017384933,2003.177841007326,119.59917637760714,2.302585092994046,2.302585092994046,1,1,0.6961305011795256,61.39388414535529,0,0,1,0,4,4,0,0.6320901063991963,0
2025-01-580,Australian Open,Hard,G,2025-01-21,QF,Carlos Alcaraz,Novak Djokovic,3-1,5,0,Novak Djokovic,Carlos Alcaraz,2144.434734435753,2059.540751859333,84.89398257642006,2133.4769826970155,1992.4778756952433,140.99910700177224,2.3978952727983707,2.3978952727983707,1,1,1.196997573309924,56.10512442535219,0,0,1,0,4,4,0,0.5408504841885169,0
2025-01-580,Australian Open,Hard,G,2025-01-21,QF,Alexander Zverev,Tommy Paul,3-1,5,1,Alexander Zverev,Tommy Paul,2049.1111498220907,1896.9064608183312,152.20468900375954,2009.9763224655005,1830.2949083927776,179.68141407272287,1.6094379124341003,1.6094379124341003,1,1,2.7348353748694527,27.476725068963333,0,0,1,0,4,3,1,0.3965033338397183,1
2025-01-580,Australian Open,Hard,G,2025-01-21,QF,Tommy Paul,Alexander Zverev,3-1,5,0,Alexander Zverev,Tommy Paul,2058.5183185925093,1887.4992920479128,171.0190265445965,2018.3681825619976,1821.9030482962805,196.4651342657171,1.791759469228055,1.791759469228055,1,1,3.3599276012076387,25.446107721120597,0,0,1,0,4,3,1,0.36897778460415537,1
2025-01-580,Australian Open,Hard,G,2025-01-22,QF,Jannik Sinner,Alex De Minaur,3-0,5,1,Jannik Sinner,Alex De Minaur,2252.300010965891,1937.5418718262438,314.75813913964726,2240.941604136945,1891.7526479038188,349.1889562331262,2.5649493574615367,2.5649493574615367,2,2,10.991006607205453,34.430817093478936,0,0,1,0,4,3,1,0.24110437038664218,1
2025-01-580,Australian Open,Hard,G,2025-01-22,QF,Alex De Minaur,Jannik Sinner,3-0,5,0,Jannik Sinner,Alex De Minaur,2256.7931128889054,1933.0487699032294,323.744342985676,2244.7223166401823,1887.9719354005817,356.75038123960053,2.6390573296152584,2.6390573296152584,2,2,11.54959177843039,33.006038253924544,0,0,1,0,4,3,1,0.2359913510476772,1
2025-01-580,Australian Open,Hard,G,2025-01-22,QF,Ben Shelton,Lorenzo Sonego,3-1,5,1,Ben Shelton,Lorenzo Sonego,1891.9927736702755,1720.8756256048246,171.11714806545092,1855.4892535499175,1692.1057169690907,163.38353658082679,1.6094379124341003,1.6094379124341003,1,1,2.795772482055835,7.733611484624134,0,0,1,0,3,2,1,0.3688442457939208,1
2025-01-580,Australian Open,Hard,G,2025-01-22,QF,Lorenzo Sonego,Ben Shelton,3-1,5,0,Ben Shelton,Lorenzo Sonego,1900.693412533033,1712.174986742067,188.51842579096615,1864.474760307341,1683.1202102116672,181.35455009567386,1.791759469228055,1.791759469228055,1,1,3.4188674294065344,7.16387569529229,0,0,1,0,3,2,1,0.34659831421806936,1
2025-01-580,Australian Open,Hard,G,2025-01-24,SF,Jannik Sinner,Ben Shelton,3-0,5,1,Jannik Sinner,Ben Shelton,2261.09011795009,1908.7741600663232,352.31595788376694,2248.360303312247,1872.8071281704747,375.5531751417725,2.0794415416798357,2.0794415416798357,2,2,13.231337663636369,23.237217258005558,0,0,1,0,4,3,1,0.22108439522643886,1
2025-01-580,Australian Open,Hard,G,2025-01-24,SF,Ben Shelton,Jannik Sinner,3-0,5,0,Jannik Sinner,Ben Shelton,2264.8112276127445,1905.053050403669,359.7581772090755,2251.6636101492586,1869.5038213334633,382.1597888157953,2.1972245773362196,2.1972245773362196,2,2,13.748510902697575,22.401611606719825,0,0,1,0,4,3,1,0.2175056474406651,1
2025-01-580,Australian Open,Hard,G,2025-01-24,SF,Alexander Zverev,Novak Djokovic,1-0,5,1,Alexander Zverev,Novak Djokovic,2067.2225361206547,2156.6012126210976,-89.37867650044291,2026.1757630380087,2143.318189165294,-117.14242612728526,2.70805020110221,2.70805020110221,-1,-1,1.047003500930766,27.763749626842355,0,0,1,0,4,4,0,0.528042553934345,0
2025-01-580,Australian Open,Hard,G,2025-01-24,SF,Novak Djokovic,Alexander Zverev,1-0,5,0,Alexander Zverev,Novak Djokovic,2087.2501188779565,2136.5736298637958,-49.32351098583922,2047.374839757819,2122.1191124454836,-74.74427268766453,2.772588722239781,2.772588722239781,0,-1,0.36866499550385845,25.420761701825313,0,0,1,0,4,4,0,0.6696869055636073,0
2025-01-580,Australian Open,Hard,G,2025-01-26,F,Jannik Sinner,Alexander Zverev,3-0,5,1,Jannik Sinner,Alexander Zverev,2268.39375857467,2105.50641310849,162.8873454661798,2254.8559459868093,2066.7648038526986,188.09114213411067,2.1972245773362196,2.1972245773362196,1,1,3.0637666847927214,25.203796667930874,0,0,1,0,4,4,0,0.3803910752062613,1
2025-01-580,Australian Open,Hard,G,2025-01-26,F,Alexander Zverev,Jannik Sinner,3-0,5,0,Jannik Sinner,Alexander Zverev,2277.3977354811327,2096.502436202027,180.89529927910553,2262.951559219963,2058.6691906195447,204.28236860041852,2.302585092994046,2.302585092994046,1,2,3.695372020541726,23.387069321312993,0,0,1,0,4,4,0,0.3560045335633658,1
